date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:46	5010/5010	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-1392%22	https://cdnjs.cloudflare.com/ajax/libs/smooth-scroll/10.1.0/js/smooth-scroll.min.js	C:/My%20Web%20Sites/ibee/cdnjs.cloudflare.com/ajax/libs/smooth-scroll/10.1.0/js/smooth-scroll.min.js	(from https://ibeeanalytics.com/)
17:10:46	8045/8045	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/js/vendor/jquery.waypoints.v2.0.3.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/js/vendor/jquery.waypoints.v2.0.3.min.js	(from https://ibeeanalytics.com/)
17:10:47	8415/8415	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/js/wow.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/js/wow.min.js	(from https://ibeeanalytics.com/)
17:10:48	15043/15043	---M-Z	200	added ('OK')	application/javascript	etag:%225ed1ad4b-3ac3%22	https://cdnjs.cloudflare.com/ajax/libs/venobox/1.8.9/venobox.min.js	C:/My%20Web%20Sites/ibee/cdnjs.cloudflare.com/ajax/libs/venobox/1.8.9/venobox.min.js	(from https://ibeeanalytics.com/)
17:10:48	11433/11433	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/js/main.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/js/main.js	(from https://ibeeanalytics.com/)
17:10:49	10633/10633	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/js/pricing-switcher.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/js/pricing-switcher.js	(from https://ibeeanalytics.com/)
17:10:49	5409/5409	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:47:03%20GMT	https://ibeeanalytics.com/assets/vendor/purecounter/purecounter_vanilla.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/purecounter/purecounter_vanilla.js	(from https://ibeeanalytics.com/)
17:10:50	13800/13800	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:46:48%20GMT	https://ibeeanalytics.com/assets/vendor/aos/aos.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/aos/aos.js	(from https://ibeeanalytics.com/)
17:10:51	80421/80421	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:48:41%20GMT	https://ibeeanalytics.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://ibeeanalytics.com/)
17:10:52	55880/55880	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:49:10%20GMT	https://ibeeanalytics.com/assets/vendor/glightbox/js/glightbox.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/glightbox/js/glightbox.min.js	(from https://ibeeanalytics.com/)
17:10:53	35445/35445	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:46:59%20GMT	https://ibeeanalytics.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://ibeeanalytics.com/)
17:10:55	143706/143706	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:47:32%20GMT	https://ibeeanalytics.com/assets/vendor/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/swiper/swiper-bundle.min.js	(from https://ibeeanalytics.com/)
17:10:55	6607/6607	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2001:45:35%20GMT	https://ibeeanalytics.com/assets/js/main.js	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/js/main.js	(from https://ibeeanalytics.com/)
17:10:56	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:40:55%20GMT	https://ibeeanalytics.com/theme/css/owl.video.play.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/css/owl.video.play.png	(from https://ibeeanalytics.com/theme/css/owl.carousel.min.css)
17:10:57	17951/17951	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/blue-shape.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/blue-shape.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:10:58	20027/20027	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/yellow-shape.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/yellow-shape.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:10:59	30958/30958	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-1.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:10:59	32328/32328	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-2.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-2.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:02	803507/803507	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2001:44:51%20GMT	https://ibeeanalytics.com/assets/img/5311.jpg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/5311.jpg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:02	25053/25053	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/right-pattern.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/right-pattern.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:02	15706/15706	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-6.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-6.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:03	7445/7445	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-3.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-3.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:04	12247/12247	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-4.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-4.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:05	15147/15147	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-5.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-5.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:06	174118/174118	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/bg-svg.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/bg-svg.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:08	1228563/1228563	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2015:34:48%20GMT	https://ibeeanalytics.com/theme/img/120.jpg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/120.jpg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:09	824489/824489	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/bg-channel.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/bg-channel.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:09	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:08%20GMT	https://ibeeanalytics.com/theme/img/hero-moc-4.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/hero-moc-4.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:10	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:09%20GMT	https://ibeeanalytics.com/theme/img/hero-moc-3.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/hero-moc-3.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:11	47471/47471	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/feature-pattern.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/feature-pattern.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:11	20649/20649	---M--	200	added ('OK')	image/png	etag:%22c9e0354c2c5bc06bf485d8864c9b4cd9%22	https://assets.animatron.com/images/landing/new/macbook-540x304-2x.png	C:/My%20Web%20Sites/ibee/assets.animatron.com/images/landing/new/macbook-540x304-2x.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:12	30439/30439	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/shape-1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/shape-1.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:13	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:12%20GMT	https://ibeeanalytics.com/theme/img/dashboard-1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/dashboard-1.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:14	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:13%20GMT	https://ibeeanalytics.com/theme/img/dashboard-2.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/dashboard-2.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:14	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:13%20GMT	https://ibeeanalytics.com/theme/img/mobile-moc-1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/mobile-moc-1.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:15	42126/42126	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/map.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/map.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:16	375/375	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/question.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/question.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:16	1670/1670	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/answer.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/answer.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:17	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:16%20GMT	https://ibeeanalytics.com/theme/img/content-5.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/content-5.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:18	28332/28332	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/satellite-map.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/satellite-map.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:18	39653/39653	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/footer-bg-3.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/footer-bg-3.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:19	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:18%20GMT	https://ibeeanalytics.com/theme/img/team-bg1.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/team-bg1.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:20	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Oct%202023%2011:41:19%20GMT	https://ibeeanalytics.com/theme/css/img/feature-pattern1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/css/img/feature-pattern1.png	(from https://ibeeanalytics.com/theme/css/main.css)
